à	0.08532
á	0.01758
â	0.04637
ã	0.01805
ä	0.02934
å	0.08406
æ	0.01178
ç	0.01586
è	0.06634
é	0.01273
ê	0.03802
ë	0.04837
ì	0.03211
í	0.06537
î	0.1104
ï	0.02626
ð	0.04284
ñ	0.05281
ò	0.05798
ó	0.02741
ô	0.001283
õ	0.008524
ö	0.003186
÷	0.01517
ø	0.009365
ù	0.002855
ú	0.0002069
û	0.02011
ü	0.01979
ý	0.00251
þ	0.007406
ÿ	0.02059
¸	0
